URL,title,price_actual,price_list,Operating System,Special Feature,Connectivity Technology,Wireless Communication Standard,Battery Cell Composition,GPS,Shape,Screen Size,Brand,Model Name,Product Dimensions,Item Weight,ASIN,Item model number,Batteries,Customer Reviews,Best Sellers Rank,OS,Connectivity technologies,Special features,Other display features,Human Interface Input,Color,Whats in the box,Manufacturer,Country of Origin,Date First Available,Weight,Standing screen display size,rvw_avg,Memory Storage Capacity,Battery Capacity,Compatible Devices,Battery Life,Sensor Type,Battery Description,UPC,Style,Target Audience,Age Range (Description),Battery Power Rating,Ram Memory Installed Size,Package Dimensions,Wireless communication technologies,Display technology,Department,Units,Is Discontinued By Manufacturer,Language,Form Factor,Material,Thickness,Band Material Type
https://www.amazon.com/Xiaomi-Version-Fitness-Tracker-Monitoring/dp/B0CGX7VD4X/ref=zg_bs_g_5393958011_d_sccl_24/145-0980347-9463126?psc=1,"Xiaomi Mi Smart Band 8 (Global Version) Health & Fitness Tracker with 60Hz Refresh Rate 1.62"" AMOLED Display, 16-Day Battery Life, 150+ Sports Modes, Blood Oxygen, Heart Rate,Sleep & Stress Monitoring",41.5,49.99,,Adjustable,Bluetooth,Bluetooth,Lithium Ion,,Rectangular,1.62 Inches,Xiaomi,Xiaomi Smart Band 8,,,B0CGX7VD4X,,,"4.2
420 ratings
4.2 out of 5 stars","#57,625 in Sports & Outdoors (See Top 100 in Sports & Outdoors)
#204 in Activity & Fitness Trackers",,,,,,,,,,"August 30, 2023",,,4.2,16 GB,,,,,,,Modern,,,,,,,,,,,,,,,
https://www.amazon.com/Fitness-Tracker-Activity-Trackers-Pedometer/dp/B0D6FXQ9WP/ref=zg_bs_g_5393958011_d_sccl_25/145-0980347-9463126?psc=1,"Fitness Tracker, Step Tracker with Heart Rate, Smart Watch Step Counter with Calorie, Sleep Tracker, 25 Sports, Activity Trackers Pedometer Watches for Women Men Android Phones iPhones",18.99,79.99,,,,,,,,,,,,,B0D6FXQ9WP,,,"3.7
31 ratings
3.7 out of 5 stars","#196,560 in Sports & Outdoors (See Top 100 in Sports & Outdoors)
#481 in Activity & Fitness Trackers",,,,,,,,,,"June 7, 2024",,,3.7,,,,,,,,,,,,,,,,,,,,,,,
https://www.amazon.com/Maledan-Compatible-Replacement-Accessories-Breathable/dp/B07K7RVKNM/ref=zg_bs_g_5393958011_d_sccl_26/145-0980347-9463126?psc=1,"Maledan Bands Compatible with Fitbit Charge 3/ Charge 4 Women Men, Breathable Sport Band Replacement Wristbands with Air Holes for Charge 4/ Charge 3/ Charge 3 SE Fitness Tracker, 3-Pack",7.99,2.66,,,,,,,,,,,,,B07K7RVKNM,,,"4.6
8,497 ratings
4.6 out of 5 stars","#21,285 in Sports & Outdoors (See Top 100 in Sports & Outdoors)
#107 in Activity & Fitness Trackers",,,,,,,,,,"November 6, 2018",,,4.6,,,,,,,,,,,,,,,,,,,,,,,
https://www.amazon.com/Pressure-Tracking-Waterproof-Activity-Pedometer/dp/B0CLDFGJYK/ref=zg_bs_g_5393958011_d_sccl_27/145-0980347-9463126?psc=1,"Health Fitness Tracker 2024 with 24/7 Heart Rate, Blood Oxygen, Blood Pressure, Sleep Tracker, IP68 Waterproof Activity Trackers with Step Tracker, Pedometer (S & L Bands Included)",45.99,79.99,android,"Cycle Tracking, Activity Tracker, Daily Workout Memory, Always On Display, Phone Call","GPS Enabled, Bluetooth",Bluetooth,Lithium Polymer,GPS Via Smartphone,Rectangular,1.57 Inches,VIPWISE,D36,9.8 x 2.91 x 0.67 inches,4.2 ounces,B0CLDFGJYK,D36,1 Lithium Polymer batteries required. (included),"3.7
436 ratings
3.7 out of 5 stars","#14,144 in Sports & Outdoors (See Top 100 in Sports & Outdoors)
#83 in Activity & Fitness Trackers",android,"GPS Enabled, Bluetooth","Cycle Tracking, Activity Tracker, Daily Workout Memory, Always On Display, Phone Call",Wireless,"Dial, Touchscreen, Microphone, Buttons",Pinksand,"a user manul, a fitness tracker (Size Small and Large Straps included), a charging cable, a warranty card",VIPWISE,,"October 19, 2023",,1.57 Inches,3.7,,,,,,,,,,,,,,,,Unisex-Adult,,,,,,,
https://www.amazon.com/GEAK-Compatible-Silicone-Replacement-Wristbands/dp/B09T5MNPD3/ref=zg_bs_g_5393958011_d_sccl_28/145-0980347-9463126?psc=1,"GEAK 4 Pack Slim Band Compatible with Fitbit Charge 5/Charge 6 Bands Women Men, Soft Silicone Sport Replacement Wristband for Fitbit Charge 5/Charge 6 Fitness Tracker, Black/Plum/Blue Gray/Pine Green",12.99,Check Page,,,,,,,,,,,,1.44 ounces,B09T5MNPD3,C5-blackbluegaryplumpine,,"4.4
535 ratings
4.4 out of 5 stars","#19,865 in Sports & Outdoors (See Top 100 in Sports & Outdoors)
#101 in Activity & Fitness Trackers",,,"Waterproof, Durable, Adjustable Settings",Wireless,,Black/Plum/Blue Gray/Pind Green,,GEAK,China,"February 23, 2022",,,4.4,,,,,,,,,,,,,12.44 x 7.2 x 0.55 inches,,,,4 count,,,,,0.5 Inches,
https://www.amazon.com/Fitness-Pressure-Pedometer-Activity-Smartwatch/dp/B0D7ZTRL6X/ref=zg_bs_g_5393958011_d_sccl_29/145-0980347-9463126?psc=1,"Fitness Tracker, 1.10"" Step Tracker with 24/7 Heart Rate, Blood Pressure, Sleep Tracker, Step Counter Pedometer for Android iOS, Activity Tracker, Smartwatch, Pedometer Watch for Women Men Kids",16.99,Check Page,,,,,,,,,,,,,B0D7ZTRL6X,,,"3.8
26 ratings
3.8 out of 5 stars",,,,,,,,,,,"June 26, 2024",,,3.8,,,,,,,,,,,,,,,,,,,,,,,
https://www.amazon.com/Jawploy-Fitness-Calories-Activity-Pedometer/dp/B0CZ3WH53C/ref=zg_bs_g_5393958011_d_sccl_30/145-0980347-9463126?psc=1,"Fitness Tracker with Heart Rate Monitor/Step Counter/Calories, Activity Tracker Smart Watch Sleep Monitor, IP68, Health Tracker Pedometer for Man Women",18.99,19.98,Android Wear/Wear OS or Tizen,"Fitness Tracker/Activity Tracker/Distance Tracker/Sleep Monitor/Female Health Assistant, Blood Pressure Monitor/Heart Rate Monitor/Other Health Data Monitor/Step counter",Bluetooth,Bluetooth,Lithium Ion,GPS Via Smartphone,Rectangular,0.96 Inches,Jawploy,,,23.04 Grams,B0CZ3WH53C,S5,1 Unknown batteries required.,"3.6
258 ratings
3.6 out of 5 stars","#10,497 in Sports & Outdoors (See Top 100 in Sports & Outdoors)
#63 in Activity & Fitness Trackers",,,,,,,,Jawploy,USA,"March 26, 2024",,0.96 Inches,3.6,,105 Amp Hours,,,,,,,,,,,5.51 x 3.43 x 0.67 inches,,,,,,,,,,
https://www.amazon.com/WHOOP-Versatile-Comfortable-Adjustable-Compatible/dp/B0CK4ZM6BH/ref=zg_bs_g_5393958011_d_sccl_81/145-0980347-9463126?psc=1,"WHOOP Bicep Band, Versatile, Comfortable, and Adjustable, 4.0 Compatible, Wearable Health, Fitness & Activity Tracker",54.0,12.25,,,,,,,,,,,,,B0CK4ZM6BH,,,"4.3
24 ratings
4.3 out of 5 stars","#11,809 in Sports & Outdoors (See Top 100 in Sports & Outdoors)
#72 in Activity & Fitness Trackers",,,,,,,,,,"October 2, 2023",,,4.3,,,,,,,,,,,,,,,,,,,,,,,
https://www.amazon.com/Bakoor-Pressure-Activity-Trackers-Pedometer/dp/B0D6V51CKH/ref=zg_bs_g_5393958011_d_sccl_82/145-0980347-9463126?psc=1,"Fitness Tracker, Step Tracker with Blood Oxygen, Blood Pressure, 24/7 Heart Rate, Steps Counter with Sleep Tracking, Activity Trackers Pedometer Watch for Android Phones iPhone Women Men",28.99,Check Page,,,,,,,,,,,,,B0D6V51CKH,,,"3.9
27 ratings
3.9 out of 5 stars",,,,,,,,,,,"June 12, 2024",,,3.9,,,,,,,,,,,,,,,,,,,,,,,
https://www.amazon.com/Pro-Fit-VeryFitPro-Fitness-Waterproof-Activity/dp/B07HLJ3GJD/ref=zg_bs_g_5393958011_d_sccl_83/145-0980347-9463126?psc=1,OCTANDRA Active 2 VeryFit Fitness Tracker Heart Rate SpO2 Blood Oxygen Saturation Sleep Monitor Step Counter Pedometer IP68 Waterproof Activity Running Smart Watches for Men Women (ID155) (Pink),34.95,Check Page,,"Sleep Monitor, Step Counter, Heart Rate Monitor, Spo2 Blood Oxygen Saturation Monitor, Stress Tracker, 1.05-Inch Full Touch Color Screen, Weather Forecast, Personalized Watch Faces",Bluetooth,,Lithium Ion,No GPS,Rectangular,1.05 Inches,OCTANDRA,OCTANDRA ACTIVE 2,6.77 x 3.46 x 0.75 inches,2.11 ounces,B0CMT889M8,ID155,1 Lithium Ion batteries required. (included),"4.2
2,628 ratings
4.2 out of 5 stars","#35,277 in Electronics (See Top 100 in Electronics)
#856 in Smartwatches",,,,,,,,OCTANDRA,China,"November 7, 2023",,1.05 Inches,4.2,,1.1E+2 Milliamp Hours,,,,,,ACTIVE 2 (NEW),,,,,,,,unisex-adult,,,,,,,
https://www.amazon.com/Garmin-v%C3%ADvosmart-Activity-Fitness-Midnight/dp/B07GM59D12/ref=zg_bs_g_5393958011_d_sccl_84/145-0980347-9463126?psc=1,"Garmin vivosmart 4, Activity and Fitness Tracker w/ Pulse Ox and Heart Rate Monitor",64.99,Check Page,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.2,,,,,,,,,,,,,,,,,,,,,,,
https://www.amazon.com/WHOOP-HydroKnit-Comfortable-Adjustable-Compatible/dp/B0D6HW2BSD/ref=zg_bs_g_5393958011_d_sccl_85/145-0980347-9463126?psc=1,"WHOOP HydroKnit Bicep Band, Versatile, Comfortable, and Adjustable, 4.0 Compatible, Wearable Health, Fitness & Activity Tracker",54.0,Check Page,,,,,,,,,,,,,B0D6HW2BSD,,,"3.8
10 ratings
3.8 out of 5 stars","#20,588 in Sports & Outdoors (See Top 100 in Sports & Outdoors)
#105 in Activity & Fitness Trackers",,,,,,,,,,"June 7, 2024",,,3.8,,,,,,,,,,,,,,,,,,,,,,,
https://www.amazon.com/KEEPONFIT-Smartwatch-Waterproof-Fitness-Tracker/dp/B0CD7K9HRS/ref=zg_bs_g_5393958011_d_sccl_86/145-0980347-9463126?psc=1,"Smart Watch with Answer/Make Calls, Metal Frame 1.8"" Alexa Built-in Fitness Tracker with IP68 Waterproof/100+ Sports Modes/Heart Rate/SpO2/Stress/Sleep Monitor for Men/Women for iOS/Android",39.99,49.99,,"Activity Tracker, Alarm Clock, Daily Workout Memory, Phone Call, Notifications",Bluetooth,Bluetooth,Lithium Ion,,Rectangular,1.8 Inches,KEEPONFIT,ID Sport01,11.1 x 3.5 x 0.7 inches,0.1 Kilograms,B0CD7K9HRS,ID Sport01,1 Lithium Ion batteries required. (included),"4.3
960 ratings
4.3 out of 5 stars","#30,903 in Sports & Outdoors (See Top 100 in Sports & Outdoors)
#135 in Activity & Fitness Trackers",,,,,,,,KEEPONFIT,China,"August 9, 2023",,1.8 Inches,4.3,,300 Milliamp Hours,,,,,,Casual,,,,,,,,,,,,,,,
https://www.amazon.com/Tobfit-Compatible-Waterproof-Replacement-Wristbands/dp/B0CKXJ6SRW/ref=zg_bs_g_5393958011_d_sccl_87/145-0980347-9463126?psc=1,"Tobfit 6 PACK Sport Bands Compatible with Fitbit Charge 2 Bands for Women Men, Soft Silicone Waterproof Straps Replacement Wristbands for Fitbit Charge 2 / Charge 2 HR Fitness Tracker",9.99,Check Page,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.6,,,,,,,,,,,,,,,,,,,,,,,
https://www.amazon.com/LIVIKEY-Activity-Pedometer-Calories-Compatible/dp/B0C2HP941B/ref=zg_bs_g_5393958011_d_sccl_88/145-0980347-9463126?psc=1,"Fitness Tracker Watch with Heart Rate Monitor, Step Counter Activity Tracker with Pedometer & Sleep Monitor, Calories, Step Tracking for Women Men Compatible with Android iOS",16.99,79.99,iOS 7.0 above & Android 4.4 above Smartphone.,"heart rate monitoring, sleep monitoring",Wireless,Bluetooth,Lithium Polymer,Location Capture,Rectangular,0.96 Inches,LIVIKEY,ID130PlusHR,6.88 x 3.5 x 0.7 inches,0.811 ounces,B0C2HP941B,ID130Plus HR,1 Lithium Ion batteries required. (included),"3.6
1,649 ratings
3.6 out of 5 stars","#21,620 in Sports & Outdoors (See Top 100 in Sports & Outdoors)
#107 in Activity & Fitness Trackers",iOS 7.0 above & Android 4.4 above Smartphone.,Wireless,"heart rate monitoring, sleep monitoring",Wireless,Touchscreen,Purple,Battery,LIVIKEY,,"April 14, 2023",23 Grams,0.96 Inches,3.6,,,,,,,,,,,,,,Bluetooth,OLED,,,,,,,,
https://www.amazon.com/Maledan-Compatible-Waterproof-Replacement-Wristbands/dp/B0CDLLMJV7/ref=zg_bs_g_5393958011_d_sccl_89/145-0980347-9463126?psc=1,"Maledan Compatible with Fitbit Charge 5 Bands/Charge 6 Bands Women Men, Soft Waterproof Replacement Strap Sport Wristbands for Fitbit Charge 5/Charge 6 Fitness Tracker, Large, Black",6.99,14.98,,,,,,Gps enabled,,,,,,0.317 ounces,B0CDLLMJV7,,,"4.2
145 ratings
4.2 out of 5 stars","#23,169 in Sports & Outdoors (See Top 100 in Sports & Outdoors)
#113 in Activity & Fitness Trackers",,,"Skin Friendly, Waterproof, Breathable",CE,Buttons,Black,,Sanmuyin Maoyi Youxiangongsi,,"August 3, 2023",,,4.2,,,,,,,,,,,,,7.95 x 2.64 x 0.43 inches,,,womens,1 Count,,,,,,
https://www.amazon.com/Puhuite-Compatible-Charge-Adjustable-Replacement/dp/B0CHRG65F2/ref=zg_bs_g_5393958011_d_sccl_90/145-0980347-9463126?psc=1,"Bands Compatible with Fitbit Charge 2 Bands for Women Men, Classic & Special Edition Adjustable Stretchy Nylon Replacement Strap Wristbands for Fitbit Charge 2",9.99,Check Page,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.6,,,,,,,,,,,,,,,,,,,,,,,
https://www.amazon.com/scarDS-Replacement-ID115PlusHR-Pedometer-Wristbands/dp/B07VJXBYKW/ref=zg_bs_g_5393958011_d_sccl_91/145-0980347-9463126?psc=1,"Replacement Bands for Fitness Tracker ID115Plus HR, Pedometer Wristbands, Very Fit Pro Watch Band Replacement for Activity Tracker Straps, ONLY for ID115 Plus, ID115 PlusHR, ID130 Plus HR",7.99,4.0,,,,,,,,,,,,,B07VJXBYKW,,,"4.2
350 ratings
4.2 out of 5 stars","#25,360 in Sports & Outdoors (See Top 100 in Sports & Outdoors)
#121 in Activity & Fitness Trackers
#250 in Electronics & Gadgets",,,,,,,,,,"July 18, 2019",,,4.2,,,,,,,,,,,,,,,,,,,,,,,
https://www.amazon.com/ZURURU-Replacement-Band-Fitness-Tracker/dp/B08237CL4B/ref=zg_bs_g_5393958011_d_sccl_92/145-0980347-9463126?psc=1,ZURURU Replacement Bands Y39 Fitness Tracker,8.99,Check Page,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,,,,,,,,,,,,,,,,,,,,,,,
https://www.amazon.com/SmartWatch-SleepTracker-Pedometer-Waterproof-Activity/dp/B0D63BQLLQ/ref=zg_bs_g_5393958011_d_sccl_93/145-0980347-9463126?psc=1,"Fitness Tracker 2024 (Answer/Make Calls),Smart watch for Men Women,1.85'' Smartwatch with 24/7 Heart Rate and SpO2,SleepTracker,100+Sport,Pedometer,IP68 Waterproof Activity Trackers for Android iPhone",39.99,59.99,"Android,iOS","2 Watch Bands(Silicone+Nylon), Bluetooth Answer/Make calls/AI Control, Notifications,, Activity Tracker, Sleep tracker, Heart Rate Monitor, Calorie Consumption, Sedentary Reminder,drink water re… See more",Bluetooth,,Lithium Ion,GPS Via Smartphone,Square,1.85,Blackview,,,3.52 ounces,B0D63BQLLQ,R30Pro,1 Lithium Ion batteries required. (included),"4.5
104 ratings
4.5 out of 5 stars","#8,402 in Sports & Outdoors (See Top 100 in Sports & Outdoors)
#48 in Electronics & Gadgets
#56 in Activity & Fitness Trackers",,,,,,,,Blackview,China,"June 4, 2024",,1.85,4.5,128 MB,300 Amp Hours,,,,,,,,,,,7.09 x 3.43 x 0.75 inches,,,,,,,,,,
https://www.amazon.com/Maledan-Compatible-Breathable-Accessories-Wristbands/dp/B0C8HTRXYM/ref=zg_bs_g_5393958011_d_sccl_94/145-0980347-9463126?psc=1,"Maledan 8 Pack Band Compatible with Fitbit Charge 5/Charge 6 Bands for Women Men, Soft Slim Silicone Waterproof Sport Strap Replacement Wristband Accessories for Fitbit Charge 5/6 Fitness Tracker",16.99,Check Page,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.6,,,,,,,,,,,,,,,,,,,,,,,
https://www.amazon.com/Asmoda-Fitness-Tracker-Activity-Waterproof/dp/B0DCTSJXXM/ref=zg_bs_g_5393958011_d_sccl_95/145-0980347-9463126?psc=1,"Fitness Tracker (Answer/Dial Call), Smart Watch with 1.47"" HD Touch Display, 130+ Sport Modes Activity Tracker with Sleep Monitor, IP68 Waterproof Tracker for Android&iPhone Women Men",49.99,89.99,Android/iOS,"Activity Tracker, Alarm Clock, Always On Display, Custom Activity Tracking, Lightweight, Multisport Tracker, Music Player, Notifications, Phone Call, Ti… See more",Bluetooth,802.11b,Lithium Ion,,Round,1.47 Inches,Asmoda,,,2.89 ounces,B0DCTSJXXM,B7 Pro,1 Lithium Ion batteries required.,"4.5
173 ratings
4.5 out of 5 stars","#28,771 in Sports & Outdoors (See Top 100 in Sports & Outdoors)
#128 in Activity & Fitness Trackers
#175 in Electronics & Gadgets",Android/iOS,Bluetooth,"Activity Tracker, Alarm Clock, Always On Display, Custom Activity Tracking, Lightweight, Multisport Tracker, Music Player, Notifications, Phone Call, Time Display, Touchscreen, Weather Forecast",Wireless,Touchscreen,Starlight,"Fitness Tracker, User Manual, Charging cable",Asmoda,,"July 15, 2024",,1.47 Inches,4.5,128 MB,480 Milliamp Hours,,,,,,,,,,,10.91 x 2.87 x 0.67 inches,,,,,,,,,,
https://www.amazon.com/Maledan-Compatible-Waterproof-Stretchy-Replacement/dp/B0CT3ML6Z5/ref=zg_bs_g_5393958011_d_sccl_96/145-0980347-9463126?psc=1,"Maledan 3 Pack Elastic Band Compatible for Fitbit Charge 4 /Charge 3 Bands Men Women, Waterproof Braided Stretchy Replacement Strap Soft Nylon Wrist Bands for Charge 4/ Charge 3/ 3SE, Black Gray Green",12.99,Check Page,,,,,,,,,,,,1.76 ounces,B0CT3ML6Z5,,,"4.6
1,935 ratings
4.6 out of 5 stars","#15,433 in Sports & Outdoors (See Top 100 in Sports & Outdoors)
#127 in Activity & Fitness Trackers",,,,,,,,Maledan,,"January 23, 2024",,,4.6,,,,,,,,,,,,,7.2 x 6.06 x 0.47 inches,,,Unisex Adult,,,,,,,
https://www.amazon.com/Bluetooth-Required-Cloudpoem-Pedometer-Waterproof/dp/B09WRPJTP5/ref=zg_bs_g_5393958011_d_sccl_97/145-0980347-9463126?psc=1,"Fitness Tracker No Bluetooth No APP/Phone Required, Fitness Watch Pedometer Waterproof for Men Women Parents",33.99,Check Page,,Sleep Monitor,Bluetooth,Bluetooth,Lithium Ion,No GPS,Rectangular,1.47 Inches,Cloudpoem,S2,,,B09WRPJTP5,,,"3.7
457 ratings
3.7 out of 5 stars","#19,287 in Sports & Outdoors (See Top 100 in Sports & Outdoors)
#100 in Activity & Fitness Trackers",,,,,,,,,,"June 23, 2022",,,3.7,,,,,,,,Modern,,,,,,,,,,,,,,,
https://www.amazon.com/Imzuc-Waterproof-Smartwatch-Compatible-Calories/dp/B0CJ2RQ1C9/ref=zg_bs_g_5393958011_d_sccl_98/145-0980347-9463126?psc=1,"Fitness Tracker Watch, Step Tracker with Heart Rate, Blood Oxygen Sleep Monitor, 5ATM Waterproof Pedometer, Step Calorie Counter, Health Fitness Watch for Sports, Activity Tracker for Women Men",12.99,14.99,,"Weather Forecast, Sedentary Reminder, Do Not Disturb Mode, Night Mode, Timer, Stopwatch, Breath Training, Flashlight, Find Phone, Raise to W… See more",Wireless,,Lithium Polymer,GPS Via Smartphone,Rectangular,1.5 Inches,Imzuc,,9.5 x 3.3 x 0.62 inches,2.39 ounces,B0CJ2RQ1C9,,1 Lithium Ion batteries required. (included),"4.0
220 ratings
4.0 out of 5 stars","#5,056 in Sports & Outdoors (See Top 100 in Sports & Outdoors)
#38 in Activity & Fitness Trackers",,Wireless,"Weather Forecast, Sedentary Reminder, Do Not Disturb Mode, Night Mode, Timer, Stopwatch, Breath Training, Flashlight, Find Phone, Raise to Wake, Music Control, Alarm Clock, Sedentary Alert, Drinking Reminder, Activity Tracker, Sleep Monitor, Heart Rate Monitor, Blood Oxygen Monitor, Pedometer, Step Calories Tracker",,,Black,,Imzuc,,"September 14, 2023",,1.5 Inches,4.0,,,,,,,,Modern,Unisex adult,,,,,,,,,,,,,,
https://www.amazon.com/Fitness-Tracker-Pressure-Activity-Waterproof/dp/B0CGJ71V5F/ref=zg_bs_g_5393958011_d_sccl_99/145-0980347-9463126?psc=1,"Fitness Tracker Answer/Make Calls, Smart Watch with Blood Pressure, Blood Oxygen, 24/7 Heart Rate Monitor, 120 Sport Mode Activity Tracker with Step Counter, Waterproof Sleep Tracker for Women Men",49.99,79.99,"iOS, Android","Answer/make calls, 120+ Sport modes, BP, HR, SpO2 monitor",Bluetooth,Bluetooth,Lithium Ion,,Rectangular,1.57 Inches,AviiHoug,H23,,,B0CGJ71V5F,,,"3.8
923 ratings
3.8 out of 5 stars","#64,062 in Sports & Outdoors (See Top 100 in Sports & Outdoors)
#220 in Activity & Fitness Trackers",,,,,,,,,,"September 16, 2023",,,3.8,,200 Milliamp Hours,,,,,,,,,,,,,,,,,,,,,
https://www.amazon.com/anyloop-Waterproof-Activity-Pedometer-Compatible/dp/B0D16YBL7C/ref=zg_bs_g_5393958011_d_sccl_100/145-0980347-9463126?psc=1,"Fitness Tracker Watch with Heart Rate Blood Oxygen Sleep Monitor, IP68 Waterproof Smart Watches, Step Calorie Counter Activity Trackers and Smartwatches for Women Men",46.99,79.99,,,,,,,,1.44 Inches,anyloop,,,24.95 g,B0D16YBL7C,,,"4.4
209 ratings
4.4 out of 5 stars","#38,575 in Sports & Outdoors (See Top 100 in Sports & Outdoors)
#161 in Activity & Fitness Trackers",,,,,,Dark Black,,anyloop,,"April 9, 2024",,,4.4,,,Smartphones,,Optical,Lithium-Ion Polymer,,,,,,,,,,,,,,,Silicone,,
