date,steps,distance,runDistance,calories
5/19/2021,5720,4261,148,145
5/20/2021,7050,5413,2368,234
5/21/2021,10762,7750,473,280
5/22/2021,12470,9612,204,341
5/23/2021,17991,12369,225,428
5/24/2021,4119,3467,2121,178
5/25/2021,9046,7001,1882,292
5/26/2021,6304,4897,160,177
5/27/2021,5582,4440,2143,215
5/28/2021,1969,1370,153,60
5/29/2021,3421,2943,2108,163
5/30/2021,992,661,139,34
5/31/2021,5988,5016,2621,246
6/1/2021,10016,7918,2092,329
6/2/2021,9108,6945,230,666
6/3/2021,530,343,130,22
6/4/2021,6837,5169,154,503
6/5/2021,1528,1051,123,48
6/6/2021,6980,5442,2069,250
6/7/2021,4919,4193,2041,200
6/8/2021,2458,1707,181,72
6/9/2021,8214,5988,477,376
6/10/2021,7031,4963,281,184
6/11/2021,3259,2199,354,245
6/12/2021,594,384,72,19
6/13/2021,8119,6340,146,429
6/14/2021,11499,8584,253,430
6/15/2021,11304,8657,296,474
6/16/2021,4995,3539,414,236
6/17/2021,1495,1047,136,47
6/18/2021,4040,2926,150,300
6/19/2021,7344,5333,331,432
6/20/2021,4844,4141,2675,225
6/21/2021,13591,10147,294,357
6/22/2021,7123,5125,263,261
6/23/2021,33213,24713,384,838
6/24/2021,36135,27296,160,910
6/25/2021,3409,2267,278,90
6/26/2021,1706,1189,224,58
6/27/2021,2326,1623,152,617
6/28/2021,3868,2651,250,101
6/29/2021,5107,3647,124,255
6/30/2021,1602,1099,167,53
7/1/2021,2819,1945,190,77
7/2/2021,1939,1280,148,319
7/3/2021,7580,6672,4727,360
7/4/2021,1363,881,255,355
7/5/2021,2522,1724,300,77
7/6/2021,7130,5188,384,770
7/7/2021,9289,6724,266,235
7/8/2021,9950,8401,4796,418
7/9/2021,7299,6198,4309,326
7/10/2021,4723,3383,371,127
7/11/2021,5484,3986,193,154
7/12/2021,6906,4830,340,183
7/13/2021,7000,5966,4067,317
7/14/2021,3093,2343,220,91
7/15/2021,2936,2084,154,77
7/16/2021,7482,5351,405,199
7/17/2021,6220,4400,531,174
7/18/2021,6995,6415,5390,378
7/19/2021,3973,2646,381,112
7/20/2021,2677,1793,321,75
7/21/2021,2373,1690,207,70
7/22/2021,1284,910,116,43
7/23/2021,12287,9000,301,313
7/24/2021,22921,16588,136,562
7/25/2021,487,315,107,21
7/26/2021,2737,1842,245,208
7/27/2021,12839,9303,334,328
7/28/2021,7105,5330,198,186
7/29/2021,147,95,42,9
7/30/2021,16316,13078,5041,580
7/31/2021,3744,2557,247,96
8/1/2021,6945,6063,4659,333
8/2/2021,3614,2482,254,288
8/3/2021,2626,1823,198,68
8/4/2021,7301,5330,151,189
8/5/2021,8423,6556,114,230
8/6/2021,2498,1766,183,73
8/7/2021,2854,1968,313,82
8/8/2021,7459,6768,5504,388
8/9/2021,3299,2245,265,271
8/10/2021,6638,5016,178,177
8/11/2021,5869,4457,106,159
8/12/2021,3315,2303,180,88
8/13/2021,1072,733,107,32
8/14/2021,8051,7271,5818,416
8/15/2021,4843,3377,352,137
8/16/2021,6306,4790,284,175
8/17/2021,1446,1005,176,43
8/18/2021,10739,8249,272,1059
8/19/2021,82,53,28,5
8/20/2021,7845,7035,5589,396
8/21/2021,2105,1413,261,67
8/22/2021,224,145,76,11
8/23/2021,4279,2971,256,118
8/24/2021,1304,920,121,38
8/25/2021,13652,11790,6944,601
8/26/2021,3623,2451,253,104
8/27/2021,2538,1778,199,78
8/28/2021,1587,1077,146,48
8/29/2021,2155,1421,165,207
8/30/2021,1218,851,121,43
8/31/2021,10598,9650,7811,556
9/1/2021,10541,7986,87,277
9/2/2021,10358,7663,135,680
9/3/2021,2514,1741,203,76
9/4/2021,1755,1200,196,56
9/5/2021,8845,6957,133,244
9/6/2021,9052,8416,7252,491
9/7/2021,3325,2335,318,588
9/8/2021,1237,881,126,39
9/9/2021,10393,9389,7682,530
9/10/2021,2096,1444,281,65
9/11/2021,7245,5551,258,543
9/12/2021,1806,1205,265,54
9/13/2021,3272,2461,163,99
9/14/2021,21436,16031,832,555
9/15/2021,12578,9722,149,332
9/16/2021,1522,1071,157,51
9/17/2021,3841,2685,206,107
9/18/2021,2207,1636,192,69
9/19/2021,9883,7761,197,276
9/20/2021,4002,2746,408,124
9/21/2021,2254,1560,111,63
9/22/2021,8162,6254,207,257
9/23/2021,3968,2749,362,111
9/24/2021,2170,1566,237,68
9/25/2021,9857,7345,137,261
9/26/2021,620,401,166,26
9/27/2021,9167,6747,188,241
9/28/2021,5995,4750,145,172
9/29/2021,3147,2316,226,98
9/30/2021,3603,2661,218,101
10/1/2021,7561,5543,279,202
10/2/2021,1528,1067,101,47
10/3/2021,825,533,138,31
10/4/2021,4469,3239,177,115
10/5/2021,7475,5685,170,206
10/6/2021,2378,1738,126,66
10/7/2021,6812,4937,404,193
10/8/2021,10836,8134,148,279
10/9/2021,8873,6766,169,243
10/10/2021,3357,2751,136,105
10/11/2021,3725,2816,196,106
10/12/2021,3383,2501,169,102
10/13/2021,1782,1304,211,53
10/14/2021,6961,4740,263,179
10/15/2021,8577,6449,256,227
10/16/2021,4154,3079,107,115
10/17/2021,643,416,117,21
10/18/2021,8870,6599,234,237
10/19/2021,3253,2432,135,89
10/20/2021,2893,2016,135,79
10/21/2021,6248,4641,177,168
10/22/2021,3127,2369,96,90
10/23/2021,10896,8348,204,296
10/24/2021,7081,5136,266,416
10/25/2021,6307,4798,92,174
10/26/2021,3204,2428,211,98
10/27/2021,2144,1490,282,155
10/28/2021,1147,827,133,41
10/29/2021,4144,3046,160,112
10/30/2021,3522,2410,255,98
10/31/2021,8504,6791,138,241
11/1/2021,2426,1669,158,67
11/2/2021,1402,1005,140,45
11/3/2021,13774,10650,173,374
11/4/2021,1321,956,144,38
11/5/2021,1407,945,131,39
11/6/2021,1335,863,249,49
11/7/2021,2123,1387,265,62
11/8/2021,1494,1045,99,48
11/9/2021,10126,7844,157,280
11/10/2021,433,280,94,19
11/11/2021,14054,10360,461,370
11/12/2021,4293,3061,95,108
11/13/2021,9285,7225,131,249
11/14/2021,2557,1689,237,73
11/15/2021,2233,1575,127,66
11/16/2021,1891,1314,198,59
11/17/2021,10593,7664,223,745
11/18/2021,1428,986,166,47
11/19/2021,2499,1770,168,66
11/20/2021,5749,4275,241,159
11/21/2021,5054,3865,126,141
11/22/2021,6777,5056,218,597
11/23/2021,2290,1641,120,61
11/24/2021,1111,813,54,35
11/25/2021,2485,1731,126,67
11/26/2021,6941,5248,784,200
11/27/2021,2399,1669,268,70
11/28/2021,527,341,121,21
11/29/2021,7267,5404,219,194
11/30/2021,355,229,103,20
12/1/2021,5450,4074,175,687
12/2/2021,1256,902,170,46
12/3/2021,4337,3314,165,128
12/4/2021,1496,1022,159,49
12/5/2021,5547,4133,185,155
12/6/2021,1254,908,164,37
12/7/2021,5548,4121,258,156
12/8/2021,1514,1048,168,53
12/9/2021,1595,1108,139,48
12/10/2021,2760,1865,243,72
12/11/2021,1157,809,71,33
12/12/2021,480,310,110,21
12/13/2021,3519,2651,121,100
12/14/2021,2383,1670,133,69
12/15/2021,3726,2671,189,107
12/16/2021,7410,5475,201,198
12/17/2021,4550,3282,277,121
12/18/2021,1170,824,87,35
12/19/2021,3662,2611,275,102
12/20/2021,3954,2783,237,110
12/21/2021,5096,4035,100,143
12/22/2021,507,328,90,21
12/23/2021,4079,2796,265,111
12/24/2021,515,333,110,22
12/25/2021,8727,6748,231,247
12/26/2021,8713,6518,355,226
12/27/2021,1698,1166,136,46
12/28/2021,8577,6527,286,637
12/29/2021,25208,19232,373,650
12/30/2021,15717,11526,1073,397
12/31/2021,8121,5875,214,214
1/1/2022,1727,1116,282,57
1/2/2022,17435,12644,289,436
1/3/2022,6003,4334,260,164
1/4/2022,7021,5596,93,195
1/5/2022,2792,2039,213,87
1/6/2022,14124,10174,479,349
1/7/2022,4448,3407,151,130
1/8/2022,7095,5282,167,189
1/9/2022,7853,5591,130,199
1/10/2022,5161,3650,319,138
1/11/2022,13638,10040,1096,343
1/12/2022,6825,4969,414,179
1/13/2022,10457,7850,173,272
1/14/2022,420,271,131,20
1/15/2022,1275,899,103,40
1/16/2022,964,623,174,39
1/17/2022,5628,4278,112,149
1/18/2022,1509,1079,126,49
1/19/2022,6161,4607,210,171
1/20/2022,4769,3359,581,135
1/21/2022,6160,4428,230,159
1/22/2022,774,500,116,23
1/23/2022,681,440,74,20
1/24/2022,1358,936,124,42
1/25/2022,628,406,77,21
1/26/2022,8293,6550,156,231
1/27/2022,1830,1294,187,54
1/28/2022,8085,5863,473,230
1/29/2022,1369,936,71,38
1/30/2022,519,335,69,18
1/31/2022,3290,2396,325,91
2/1/2022,4547,3195,243,126
2/2/2022,2910,1982,216,72
2/3/2022,1421,1013,119,45
2/4/2022,1290,932,105,36
2/5/2022,9114,7152,153,249
2/6/2022,14456,11265,235,387
2/7/2022,1607,1109,111,44
2/8/2022,5403,3845,170,462
2/9/2022,1134,733,218,43
2/10/2022,2775,1967,232,83
2/11/2022,6242,4446,332,164
2/12/2022,529,342,78,17
2/13/2022,416,269,62,13
2/14/2022,4675,3316,263,466
2/15/2022,2884,2162,99,83
2/16/2022,4087,2964,113,106
2/17/2022,8092,5829,537,215
2/18/2022,1414,982,154,46
2/19/2022,7550,5807,128,200
2/20/2022,244,158,78,11
2/21/2022,2930,2128,195,85
2/22/2022,1403,968,115,42
2/23/2022,9238,7206,248,254
2/24/2022,8621,6393,573,232
2/25/2022,2394,1687,103,66
2/26/2022,1374,957,104,38
2/27/2022,8771,6582,238,242
2/28/2022,4924,3639,173,1320
3/1/2022,621,401,67,24
3/2/2022,1672,1153,134,48
3/3/2022,9320,7320,161,256
3/4/2022,1472,1012,143,47
3/5/2022,509,330,72,18
3/6/2022,13355,10561,141,728
3/7/2022,3680,2691,181,104
3/8/2022,8028,5921,305,216
3/9/2022,4339,2961,219,109
3/10/2022,2379,1679,114,66
3/11/2022,2945,2078,430,81
3/12/2022,9948,7755,130,266
3/13/2022,321,218,42,11
3/14/2022,5800,4172,404,148
3/15/2022,10167,7553,328,745
3/16/2022,3659,2611,211,93
3/17/2022,12220,8744,390,311
3/18/2022,9136,6868,282,533
3/19/2022,2290,1610,244,222
3/20/2022,2269,1595,164,62
3/21/2022,7266,5495,353,200
3/22/2022,10692,8152,316,289
3/23/2022,7309,5259,479,661
3/24/2022,2323,1644,150,60
3/25/2022,5083,3643,430,136
3/26/2022,12264,9503,234,325
3/27/2022,10301,7721,272,265
3/28/2022,23797,18395,466,637
3/29/2022,4337,3151,325,129
3/30/2022,4281,2963,453,121
3/31/2022,15502,11011,519,386
4/1/2022,18263,12840,240,426
4/2/2022,18882,14097,215,482
4/3/2022,11998,9059,117,304
4/4/2022,28614,21517,195,724
4/5/2022,37323,28234,314,942
4/6/2022,9496,6917,185,233
4/7/2022,12862,9172,190,314
4/8/2022,2718,1966,141,79
4/9/2022,15753,11312,293,382
4/10/2022,16401,11682,589,396
4/11/2022,12796,9470,169,324
4/12/2022,7971,5707,391,198
4/13/2022,9059,6731,655,234
4/14/2022,1770,1210,130,56
4/15/2022,9605,7103,222,249
4/16/2022,13189,9561,271,323
4/17/2022,6890,5044,88,177
4/18/2022,14399,10666,472,369
4/19/2022,12282,8976,477,318
4/20/2022,2213,1431,232,60
4/21/2022,3485,2273,329,141
4/22/2022,8584,6164,271,219
4/23/2022,14415,10237,443,358
4/24/2022,1168,755,223,46
4/25/2022,7507,5286,323,187
4/26/2022,4067,2839,234,109
4/27/2022,4476,2971,285,109
4/28/2022,3648,2593,216,98
4/29/2022,3606,2509,132,90
4/30/2022,1439,1024,119,44
5/1/2022,5286,3762,200,138
5/2/2022,3718,2446,193,88
5/3/2022,2240,1451,211,65
5/4/2022,2681,1737,199,66
5/5/2022,2625,1769,224,73
5/6/2022,3556,2496,228,98
5/7/2022,13515,9842,407,332
5/8/2022,1446,935,244,52
5/9/2022,2188,1414,241,68
5/10/2022,6902,5077,274,183
5/11/2022,9670,6813,1426,255
5/12/2022,5655,3946,284,149
5/13/2022,3568,2477,256,94
5/14/2022,1945,1344,194,58
5/15/2022,1208,784,176,41
5/16/2022,3586,2401,172,91
5/17/2022,3588,2344,292,94
5/18/2022,2476,1600,219,59
5/19/2022,4041,2819,272,107
5/20/2022,2115,1375,171,59
5/21/2022,4603,3323,209,123
5/22/2022,14557,10836,359,375
5/23/2022,4715,3405,219,131
5/24/2022,10206,7740,210,277
5/25/2022,10980,7991,1336,295
5/26/2022,19645,14487,216,494
5/27/2022,2833,1838,319,87
5/28/2022,25981,19105,247,652
5/29/2022,23821,17224,393,579
5/30/2022,4980,3526,214,132
5/31/2022,5371,3722,268,140
6/1/2022,5886,4299,161,155
6/2/2022,142,92,24,7
6/3/2022,4393,3203,146,114
6/4/2022,2374,1585,260,63
6/5/2022,21456,15527,314,534
6/6/2022,2334,1693,194,75
6/7/2022,8381,5971,370,206
6/8/2022,1966,1283,131,53
6/9/2022,2316,1497,260,66
6/10/2022,3750,2637,178,101
6/11/2022,22662,16990,658,571
6/12/2022,18833,14265,453,490
6/13/2022,4934,3602,174,127
6/14/2022,4439,3179,211,125
6/15/2022,4607,3234,225,115
6/16/2022,21077,15053,225,503
6/17/2022,4371,3068,362,115
6/18/2022,1749,1142,163,50
6/19/2022,935,604,117,33
6/20/2022,7069,5119,307,184
6/21/2022,7666,5442,260,190
6/22/2022,9257,6637,1304,244
6/23/2022,3135,2077,228,87
6/24/2022,10897,7884,1620,278
6/25/2022,14193,10509,7958,664
6/26/2022,2462,1702,1382,103
6/27/2022,2616,1707,1472,168
6/28/2022,3574,2399,1997,142
6/29/2022,2589,1692,1419,119
6/30/2022,9019,6393,4938,381
7/1/2022,20160,14847,11251,1358
7/2/2022,10937,7618,6081,371
7/3/2022,31643,23447,17564,2543
7/4/2022,2692,1745,1537,111
7/5/2022,2868,1919,1629,109
7/6/2022,4539,3211,2563,169
7/7/2022,6860,4889,3913,248
7/8/2022,2843,1841,1557,121
7/9/2022,4814,3485,2641,158
7/10/2022,3518,2339,1948,268
7/11/2022,3042,1982,1689,128
7/12/2022,5982,4385,3491,196
7/13/2022,7853,5632,4445,254
7/14/2022,14795,10604,8149,1018
7/15/2022,5445,4006,3071,191
7/16/2022,10807,7710,5995,552
7/17/2022,3651,2362,2055,198
7/18/2022,2764,1787,1534,134
7/19/2022,4989,3448,2768,183
7/20/2022,5906,4246,3313,218
7/21/2022,17349,12315,9440,505
7/22/2022,31239,22425,16631,866
7/23/2022,17492,12201,9256,514
7/24/2022,20200,14575,11019,587
7/25/2022,17346,12578,9832,532
7/26/2022,26641,19255,14547,743
7/27/2022,15116,11247,8515,450
7/28/2022,9281,6604,5072,287
7/29/2022,12046,8767,6535,360
7/30/2022,4594,3301,2527,167
7/31/2022,3956,2873,2221,131
8/1/2022,5475,4165,3101,163
8/2/2022,10307,7624,5727,311
8/3/2022,7143,5220,4134,230
8/4/2022,15387,11990,9133,1033
8/5/2022,4825,3456,2715,174
8/6/2022,2455,1783,1397,96
8/7/2022,9830,6735,5400,330
8/8/2022,2638,1725,1441,114
8/9/2022,5154,3692,2910,188
8/10/2022,6272,4537,3543,216
8/11/2022,6907,4931,3961,323
8/12/2022,4430,2997,2478,182
8/13/2022,8849,6201,4883,524
8/14/2022,20232,14693,11220,628
8/15/2022,19962,16986,12764,1195
8/16/2022,2617,1694,1393,114
8/17/2022,9033,6554,5056,286
8/18/2022,13194,11189,8458,871
8/19/2022,3026,1956,1641,137
8/20/2022,26143,19086,14348,724
8/21/2022,20873,15338,11705,608
8/22/2022,12792,11262,8485,779
8/23/2022,4059,2766,2268,155
8/24/2022,9322,6704,5185,286
8/25/2022,10874,9122,7077,592
8/26/2022,6823,4926,3793,241
8/27/2022,24251,17712,13443,705
8/28/2022,10519,7559,5817,358
8/29/2022,5028,3560,2851,182
8/30/2022,2918,2227,1711,112
8/31/2022,8686,6232,4836,302
9/1/2022,15073,12177,9188,790
9/2/2022,6633,4693,3721,270
9/3/2022,1214,785,694,88
9/4/2022,18694,13367,10070,522
9/5/2022,3077,2068,1738,131
9/6/2022,3228,2090,1791,135
9/7/2022,4981,3380,2744,170
9/8/2022,2615,1695,1408,120
9/9/2022,11215,8130,6282,347
9/10/2022,29305,22183,16669,945
9/11/2022,4402,3073,2518,608
9/12/2022,4489,3161,2551,171
9/13/2022,4384,3214,2509,164
9/14/2022,4660,3372,2674,179
9/15/2022,12752,10547,8026,864
9/16/2022,10343,6920,5657,337
9/17/2022,8310,5714,4377,259
9/18/2022,659,426,350,56
9/19/2022,7598,5531,4379,261
9/20/2022,4811,3444,2687,326
9/21/2022,8545,6417,4912,289
9/22/2022,7398,5177,4100,257
9/23/2022,5008,3464,2862,188
9/24/2022,4417,2965,2488,189
9/25/2022,3726,2476,1944,150
9/26/2022,4720,3278,2632,184
9/27/2022,10909,7684,5985,810
9/28/2022,6880,4944,3883,240
9/29/2022,3110,2033,1669,129
9/30/2022,5890,3999,3330,240
10/1/2022,10339,7251,5769,337
10/2/2022,24664,17427,13245,662
10/3/2022,17523,12929,9790,513
10/4/2022,9188,6431,5024,631
10/5/2022,5088,3530,2866,185
10/6/2022,11053,9312,7128,768
10/7/2022,3952,2588,2252,198
10/8/2022,14249,10213,7807,460
10/9/2022,5269,3646,2925,197
10/10/2022,6497,4735,3727,228
10/11/2022,2750,1794,1514,128
10/12/2022,4642,3137,2621,205
10/13/2022,12048,10059,7722,716
10/14/2022,4049,2627,2237,197
10/15/2022,2082,1354,1169,133
10/16/2022,6350,4523,3481,210
10/17/2022,8660,6181,4954,285
10/18/2022,4924,3467,2763,172
10/19/2022,4917,3334,2721,174
10/20/2022,5206,3688,2888,165
10/21/2022,2957,1930,1637,130
10/22/2022,4473,3148,2562,166
10/23/2022,553,357,290,41
10/24/2022,8192,5900,4632,547
10/25/2022,5397,3955,3169,194
10/26/2022,6356,4511,3570,223
10/27/2022,15744,12966,9764,861
10/28/2022,8144,5571,4398,286
10/29/2022,11419,8116,6353,384
10/30/2022,21800,16487,12226,621
10/31/2022,4570,3123,2544,189
11/1/2022,15633,12000,9060,481
11/2/2022,2821,1835,1591,134
11/3/2022,3510,2297,1924,140
11/4/2022,2922,1894,1613,110
11/5/2022,611,395,338,47
11/6/2022,7237,5938,4544,496
11/7/2022,10444,7286,5657,869
11/8/2022,9168,6838,5223,288
11/9/2022,3245,2145,1863,144
11/10/2022,2646,1711,1465,131
11/11/2022,7514,5479,4309,255
11/12/2022,22086,16199,12216,627
11/13/2022,1680,1086,971,317
11/14/2022,3583,2440,1940,150
11/15/2022,10116,7262,5683,305
11/16/2022,6368,4459,3442,201
11/17/2022,6422,4373,3540,252
11/18/2022,2953,1909,1668,138
11/19/2022,2478,1757,1387,105
11/20/2022,1186,767,608,84
11/21/2022,6923,4708,3735,246
11/22/2022,3733,2497,2126,167
11/23/2022,6597,4271,3598,291
11/24/2022,7336,5166,4136,268
11/25/2022,5067,3412,2870,192
11/26/2022,27531,21264,15784,761
11/27/2022,24162,17362,12956,652
11/28/2022,27529,20860,15419,748
11/29/2022,22188,16442,12364,602
11/30/2022,38443,29485,21952,1013
12/1/2022,9951,7285,5589,344
12/2/2022,5922,4305,3403,260
12/3/2022,1545,1089,899,75
12/4/2022,1922,1242,1105,121
12/5/2022,3157,2057,1706,145
12/6/2022,6042,4097,3323,223
12/7/2022,6222,4320,3443,233
12/8/2022,4663,3352,2693,207
12/9/2022,1833,1244,1027,120
12/10/2022,14590,10393,8275,466
12/11/2022,213,138,107,13
12/12/2022,4924,3457,2742,191
12/13/2022,7776,5509,4384,257
12/14/2022,7554,5438,4156,254
12/15/2022,10542,7357,5729,314
12/16/2022,4167,2905,2188,164
12/17/2022,6148,4250,3366,255
12/18/2022,3461,2245,1953,186
12/19/2022,10289,7463,5809,336
12/20/2022,9039,6517,5061,296
12/21/2022,2968,2172,1702,131
12/22/2022,1167,754,665,87
12/23/2022,9858,6853,5366,346
12/24/2022,11530,8242,6364,402
12/25/2022,21136,15276,11421,627
12/26/2022,24190,17544,13284,684
12/27/2022,26821,19238,14496,719
12/28/2022,13856,10471,7911,416
12/29/2022,3228,2362,1849,144
12/30/2022,1511,977,824,87
12/31/2022,8037,6468,4951,424
1/1/2023,1989,1291,1069,110
1/2/2023,8093,5795,4504,284
1/3/2023,8798,6543,5046,270
1/4/2023,1143,739,612,63
1/5/2023,8899,6327,4957,279
1/6/2023,31561,24061,17890,880
1/7/2023,1904,1231,1069,106
1/8/2023,4199,2823,2208,155
1/9/2023,2941,2130,1702,134
1/10/2023,4451,2919,2495,198
1/11/2023,11750,9207,7066,523
1/12/2023,11623,8484,6506,360
1/13/2023,4508,3169,2578,193
1/14/2023,2104,1408,1176,111
